受访者编号,z_外向社交,z_尽责自律,z_情绪稳定,z_开放好奇,z_宜人友善,舞曲,民谣,乡村,古典,音乐剧,流行,摇滚,金属/硬摇,朋克,嘻哈/说唱,雷鬼,爵士,摇滚乐,另类,拉丁,电音,歌剧
994,-1.5225,-0.7202,0.0282,1.0935,0.6348,3.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,1.0,1.0,1.0
995,-0.0462,0.6759,-0.535,-0.2381,1.5543,2.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0
996,-0.6367,-0.1617,0.3097,-1.836,-2.4301,1.0,1.0,1.0,3.0,2.0,1.0,4.0,3.0,1.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0
997,1.7254,0.1175,1.4361,0.5609,1.5543,3.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0
998,-0.932,1.2344,0.5913,0.8272,-0.8976,4.0,3.0,1.0,3.0,2.0,3.0,5.0,5.0,4.0,3.0,2.0,1.0,5.0,3.0,3.0,5.0,2.0
999,1.1349,0.9551,1.1545,1.3598,0.6348,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
1000,1.1349,-0.9994,0.0282,-1.3034,-0.2846,3.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0
1001,0.8396,0.3967,-0.2534,-1.5697,0.6348,5.0,1.0,2.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0
1002,-0.6367,-1.837,0.0282,-1.5697,-1.2041,3.0,1.0,3.0,1.0,1.0,2.0,5.0,5.0,3.0,1.0,4.0,2.0,2.0,4.0,1.0,3.0,1.0
1003,-0.6367,0.1175,0.0282,-0.2381,0.6348,4.0,3.0,2.0,2.0,3.0,4.0,5.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0
1004,0.2491,-1.2786,-0.2534,-0.2381,0.0218,4.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,2.0,3.0,2.0,2.0,5.0,3.0
1005,-0.0462,-0.9994,0.0282,1.6262,-0.2846,5.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,1.0,5.0,4.0,4.0,3.0,3.0,2.0
1006,0.8396,1.5136,2.5625,-1.5697,-0.2846,5.0,1.0,3.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,1.0
1007,-2.9989,-1.5578,0.0282,0.0282,-0.2846,1.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0
1008,-0.0462,-1.5578,-0.8166,1.6262,0.6348,3.0,3.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,1.0
1009,-1.2273,1.2344,0.8729,-1.0371,-0.2846,4.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0
